PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,PowerConsumption_Zone1_lower,PowerConsumption_Zone2_lower,PowerConsumption_Zone3_lower,PowerConsumption_Zone1_upper,PowerConsumption_Zone2_upper,PowerConsumption_Zone3_upper
32765.096,25791.11,11980.307,22552.383,24119.955,10770.74,43511.59,28031.281,13898.554
32613.965,25671.273,12275.945,19278.152,23632.654,10648.324,45382.96,28275.086,14564.25
32983.75,25714.42,13392.821,21139.896,23050.197,9840.942,44324.906,28704.074,17602.129
32522.918,25232.23,12417.454,19954.748,22895.137,9035.82,43532.926,28147.473,18919.336
32938.23,25448.676,11571.088,20602.209,23315.992,9725.265,44970.42,28479.883,14486.856
33378.21,24919.982,12106.804,22043.84,23295.492,10008.865,44572.56,27106.973,16415.203
33040.81,25224.295,11820.943,20279.668,23531.72,10011.609,44781.367,27563.033,14143.625
32605.346,25627.502,11499.296,20112.172,23585.627,10156.51,46903.832,28176.06,13876.883
32917.7,25696.838,11628.231,21986.38,23961.1,10336.0,45210.434,28563.47,13787.938
32464.422,25721.55,11711.494,20639.295,24204.428,10295.107,42697.742,28248.822,14109.016
33301.29,25861.422,11687.425,22207.29,24239.473,10142.662,45044.15,28448.83,14074.416
32147.457,25674.58,11417.209,20824.143,24118.383,10011.997,43937.24,28254.941,13829.343
32907.875,25727.703,11593.671,20986.668,24151.88,10124.238,44400.258,28378.123,13835.545
32480.688,25880.945,11676.929,20812.676,24095.71,10272.535,43972.21,28475.025,14055.737
32727.945,25892.494,11792.966,22284.963,24131.875,10400.887,46256.176,29142.22,14804.553
32972.926,26023.705,12127.645,21058.188,23977.412,10665.285,45794.703,29258.328,15213.083
33056.797,25912.285,12280.134,22630.12,23978.057,10652.882,43354.63,28800.271,15000.252
32583.29,25926.324,12094.559,20264.02,23660.182,10226.898,45195.63,29792.158,15368.419
32628.305,26489.016,12286.139,20698.0,23770.465,10239.504,46458.215,30204.062,15336.697
32842.9,26815.547,12415.568,21765.2,24478.955,10347.657,44992.023,30216.053,15520.802
32902.95,26854.088,12914.684,21666.281,24510.584,10870.636,45754.76,30478.35,15832.849
32297.57,27172.943,13583.682,21171.416,24372.377,11596.951,42820.777,30141.441,16004.575
32007.186,28546.473,14948.103,20428.613,25743.504,12713.429,43109.95,32249.975,17590.768
32277.762,30277.562,15915.286,20485.43,27698.562,13929.03,45590.203,33669.883,18192.049
33114.344,31579.893,16407.705,23047.05,29118.742,14443.015,45053.2,34732.484,18444.943
32441.002,31664.57,16339.405,21920.107,29605.734,14877.141,44588.76,34063.31,18164.781
32520.812,31768.283,16434.314,20172.957,29690.547,14875.708,43241.438,33654.848,17839.902
31673.865,31252.863,16280.82,20079.562,28875.879,14424.271,43147.41,33600.46,18066.842
32480.908,31131.238,16722.53,19510.516,28549.428,14820.075,42957.465,33618.344,18588.39
32365.898,30835.21,16653.73,20882.588,27843.227,14895.061,46301.695,33772.523,18861.023
32274.09,30759.992,16943.412,21526.418,27972.7,14933.937,44221.99,33726.605,19855.73
33531.52,31390.617,17004.1,21293.184,28661.912,14902.898,45048.773,33993.98,18837.158
32727.432,31182.725,16794.457,17887.658,28477.033,15179.184,44488.16,33622.61,18629.398
32836.69,31480.49,16763.248,21647.438,29260.094,15265.59,44182.035,34236.66,18583.93
31749.918,31439.932,16539.65,20610.506,29265.88,15098.882,45518.83,34116.05,18473.83
32232.082,31459.773,16671.092,20326.36,29770.89,15313.58,45319.855,33939.51,18414.342
32816.977,31675.95,16995.629,21351.459,29540.172,15641.512,44245.742,34190.14,19142.098
32360.52,31573.193,16840.36,19570.986,29573.867,15169.381,44374.305,33830.5,18847.086
32219.15,31217.14,16885.984,20790.229,29541.861,15524.937,42688.84,33221.98,18411.041
32756.314,31558.812,16837.914,20685.408,29537.748,15399.939,44092.21,33560.832,18513.691
32944.926,31592.83,17020.195,22601.717,29792.848,15694.71,43809.324,33403.84,18850.15
33197.477,31571.164,17134.773,21505.4,29661.168,15704.309,45296.42,33695.734,18833.438
33554.312,31582.695,17073.943,22221.25,29679.021,15674.675,43847.664,33576.96,18528.645
32123.693,31276.445,16613.7,20080.006,29589.906,15137.625,42606.527,32972.883,18126.855
33528.7,31274.793,16766.293,22330.504,29756.236,15502.446,44735.867,33269.78,18357.736
33454.773,31090.51,16644.838,20771.28,29428.697,15208.236,45609.24,33073.066,18269.059
33062.586,30782.885,16690.611,20821.266,29004.451,15252.179,43757.816,32486.104,18190.139
32976.85,30482.41,16652.113,19956.307,29113.783,15208.928,44204.387,32242.135,18404.012
33161.477,29787.002,16610.34,20691.916,28093.328,15040.063,45564.04,31861.059,18435.867
32350.143,28974.732,16181.293,20171.896,27457.924,14730.6045,44415.54,31025.791,18167.615
32762.008,28493.37,16048.541,22250.105,27082.213,14742.805,44191.37,30895.936,17838.861
32359.043,28084.072,15845.68,22289.875,26542.668,14380.642,43967.344,30506.092,17856.44
33552.004,28022.758,16016.999,23722.6,26266.688,14396.837,44119.117,30738.316,18023.486
32511.0,27560.506,15911.633,20995.24,25952.244,14111.26,43583.96,30194.816,18144.963
32630.148,27279.836,15824.405,21978.662,25384.305,14131.278,43889.168,29836.76,17947.143
33394.64,26951.795,15705.435,21568.97,25213.367,13737.803,44277.863,29510.627,18118.371
31750.895,26486.57,15242.081,19299.738,24787.482,13439.795,43280.94,29406.732,17564.188
32197.072,26255.793,15214.919,21306.186,24529.443,13385.939,43520.434,28907.516,17642.852
32219.96,25738.008,15095.656,20208.92,23985.42,13143.712,44056.695,28553.52,17600.693
32122.926,24983.922,14847.676,19799.334,23107.162,12719.286,45831.543,28256.855,17845.617
32219.988,24521.918,14639.352,19988.482,22595.766,12358.383,45110.004,27675.488,17617.758
32748.1,24035.635,14385.043,20945.318,22137.45,12303.721,44023.69,26939.111,17387.014
32358.207,23575.107,14198.174,22090.508,21604.246,12080.676,42425.816,26158.967,16975.459
32834.65,23275.36,14137.075,20650.55,21001.69,11808.204,45526.605,26197.162,17221.494
33093.13,22786.72,14186.131,22969.576,20776.928,12061.629,45383.523,25759.936,17536.924
33472.465,22599.13,14287.173,20617.03,20329.469,11566.121,47243.938,26004.096,18257.799
32574.842,22142.94,14057.678,20823.594,19923.979,11495.171,44693.516,25070.615,17634.129
32536.068,21949.045,14009.058,21293.023,19846.893,11472.831,44400.777,24808.506,17527.08
32987.25,21841.043,14139.365,22295.855,19635.93,11497.0625,45768.402,25024.57,17882.031
32690.137,21627.545,13822.407,20748.482,19331.486,11123.584,45399.242,24571.012,17221.328
32685.518,21232.625,13746.857,21180.979,18946.46,10932.161,43114.69,23703.709,17016.943
32058.803,20898.979,13373.893,19887.176,18727.664,10607.398,43098.54,23314.422,16532.568
31907.43,20631.8,13101.719,20361.014,18505.992,10412.507,44214.28,23359.508,16378.269
32249.758,20590.914,13201.825,20329.578,18181.775,10352.531,43413.918,23213.135,16261.649
32423.783,20586.566,13239.597,21885.527,18331.502,10505.749,43059.73,23212.709,16185.662
33402.3,20606.975,13419.785,21779.113,18139.896,10433.467,44874.188,23547.285,16297.985
32576.7,20056.297,13153.09,20735.24,17765.21,10335.491,43346.684,22566.053,16049.923
32473.895,20025.21,13033.768,20463.562,17476.74,10117.102,44040.42,22914.914,16170.063
32982.324,20060.799,13127.852,20861.568,17520.56,10130.476,45779.957,23319.31,16366.395
33048.613,19948.389,13122.005,20763.094,17377.723,10173.191,45555.953,22903.309,16074.74
33307.61,20080.504,13268.604,20546.47,17629.068,10293.081,44907.832,23004.97,16061.7
32535.697,19829.557,13022.045,21219.197,17526.807,10321.274,45424.39,22985.867,15967.415
32616.63,19757.184,12932.446,20341.166,17244.344,9989.979,44492.406,22409.398,15713.229
32463.143,19646.191,12733.425,21871.62,17455.344,10207.539,42740.336,22414.133,15550.333
32149.502,19688.578,12611.182,19819.002,17208.307,9961.456,44066.14,22659.645,15397.751
32844.95,19814.176,12804.389,22407.94,17510.709,10277.307,45009.16,22667.783,15531.704
32924.047,19936.79,12880.501,20047.598,17533.088,10186.253,45258.625,22764.729,15647.959
32538.12,19844.277,12626.884,21508.68,17668.498,10193.15,43136.285,22119.074,15077.675
33458.816,20180.316,12975.353,22825.527,17986.39,10334.96,45424.06,23025.05,15563.212
32288.938,19886.15,12615.693,20836.68,17754.447,10123.787,44427.074,22518.814,15505.393
33656.2,20321.36,12926.027,23031.191,18059.984,10426.347,45340.65,23049.709,15425.536
32000.176,19797.908,12570.081,20105.248,17650.273,10101.176,42507.773,22499.69,15118.481
32762.662,20040.816,12716.872,21536.188,17873.98,10332.338,44591.207,22780.254,15297.242
32034.91,20442.729,12700.791,21554.385,18514.74,10751.473,44783.883,23249.861,15483.257
32499.266,20893.574,12659.79,19997.504,18560.186,10219.922,45505.496,23794.09,15476.787
32820.844,20464.447,12452.308,23291.184,18629.46,10528.219,42601.75,22578.498,14884.878
32830.67,20234.4,12330.321,19895.82,18069.254,9859.505,43933.562,22835.998,14858.094
32594.385,20004.258,12100.66,20670.06,17908.758,9856.674,44042.816,22517.28,14743.355
32711.793,19783.494,11934.019,20954.771,17662.88,9686.669,46040.77,22646.139,14886.433
32753.78,19240.53,11523.746,21515.127,17199.17,9291.937,43221.062,21513.504,14086.806
33040.86,18810.326,11181.054,19601.055,16558.84,8885.743,44759.91,21302.49,14046.14
33798.74,18775.543,10913.457,21812.777,16604.107,8577.925,44839.426,21223.018,13729.447
32063.574,18159.836,10158.95,20672.357,16040.355,8034.5635,45226.06,21002.64,13309.261
32846.758,18265.307,10237.548,21468.047,16125.049,7900.8115,43657.633,20753.678,13110.383
31344.307,18308.203,10001.947,17923.232,15743.248,7541.2427,44373.336,21142.477,13137.458
32169.842,18594.375,10199.83,20648.26,16486.965,7922.65,44875.207,21600.66,13339.775
33005.105,19032.496,10208.041,22253.19,16809.023,7828.77,45750.582,22297.234,13234.067
32540.035,19056.7,10027.948,21318.066,16955.123,7752.925,46454.473,22176.92,13262.208
32455.943,19232.002,9908.119,20494.94,17132.182,7605.745,44362.27,22051.463,12779.06
32600.9,19376.365,10166.201,20865.13,17236.732,7793.5723,44041.168,21994.17,13035.7295
32780.625,19688.207,10200.033,20152.32,17491.723,7886.7495,43515.297,22018.55,12835.638
33489.53,20353.422,10362.742,21518.914,18192.494,8081.6274,44762.965,22841.23,13005.864
32460.562,20438.707,10245.934,21302.07,18672.158,8243.714,43586.875,22835.31,12911.304
33231.742,20716.664,10467.457,22507.535,18835.602,8562.027,44771.56,23202.486,12935.249
32504.318,20871.959,10459.956,18645.473,19081.547,8499.439,44569.34,23328.277,12964.525
32421.533,21260.72,10427.68,20322.193,19655.75,8595.551,44983.027,23710.928,13032.542
33643.35,21808.477,10741.125,23568.674,20188.564,9103.73,45268.703,23947.643,13201.159
32995.38,22364.547,10758.465,20823.63,20750.283,9223.307,43755.3,24550.047,12943.884
33779.023,22888.242,10976.684,18914.834,21292.29,9228.135,47147.457,25180.584,13330.324
31981.74,22763.762,10689.813,18971.584,21122.232,9291.607,44975.15,25139.111,12853.926
32771.113,22960.938,10801.018,21541.104,21568.973,9524.499,44619.73,25160.77,12759.254
32731.195,23243.158,10755.446,20423.01,21676.562,9463.129,45081.367,25207.555,12712.783
32955.41,23438.13,10858.876,22102.807,21985.725,9777.577,45701.453,25772.158,12639.822
32159.102,23575.287,10804.954,20772.184,22250.955,9730.767,43430.875,25420.855,12503.868
31806.965,23921.143,10886.608,17899.38,22286.34,9573.53,45299.87,26112.809,12747.686
32777.6,24361.277,11141.763,22471.4,22900.723,10097.74,44671.406,26109.443,12882.513
32000.664,24505.885,11076.285,21615.205,23228.074,10078.519,42861.55,25730.234,12478.04
32812.26,24721.682,11133.426,21202.145,23318.982,10142.093,42870.617,26141.99,12311.482
33060.44,24561.65,11302.885,22871.61,23141.754,10361.125,43563.805,25982.812,12472.391
32662.988,24812.15,11520.918,21451.693,23045.771,10604.286,44077.17,26482.934,12892.5205
32838.543,24974.045,11598.69,21147.707,23073.629,10524.746,44397.668,26844.084,13229.327
32450.662,24712.863,11675.884,20853.373,22914.129,10535.535,43480.79,26429.236,13066.624
32371.115,24740.012,11610.366,20959.56,22766.502,10173.51,43811.617,26887.418,13332.824
32867.05,25085.758,11753.902,21150.795,22862.83,10645.658,46432.56,27286.441,13406.472
32359.586,25136.592,11809.492,20993.738,23233.955,10707.526,44439.19,27033.965,13547.205
33514.855,25500.127,11954.173,21378.072,23109.686,10724.387,45807.836,27381.643,13723.6455
33067.867,25906.734,11989.134,21145.217,23902.172,10978.003,44507.21,27925.557,13778.671
32888.387,26177.137,13315.517,19994.244,23532.385,10766.213,45701.87,28717.725,15513.626
32364.205,26123.338,12365.8125,19959.264,23490.67,10472.256,43763.297,28255.062,15971.307
32417.1,26043.932,12399.22,20704.074,23848.03,10720.122,42492.15,28043.902,15534.727
31565.027,25761.738,12670.818,19147.611,23521.994,10958.546,42684.26,27482.482,15451.086
32152.842,25872.97,12748.247,21262.486,23967.771,10692.537,41710.785,28000.58,15113.588
32667.775,25838.945,12145.075,21642.078,23759.86,10763.017,42295.402,27691.836,14220.207
33205.227,25741.436,12262.165,20548.008,23390.85,10517.66,44195.074,27941.88,14616.151
32674.01,25469.03,12151.695,22196.457,23443.604,10525.764,44376.18,27336.018,14515.345
32998.49,25327.955,11822.104,22314.037,23626.352,10604.732,44722.34,27315.473,13601.619
32915.543,25356.28,11939.066,21841.951,23530.852,10590.967,45166.52,27550.605,13675.394
33027.727,25340.705,11963.4,21382.627,23622.219,10608.107,44394.875,27691.424,13752.263
32246.176,25492.625,12099.312,21016.271,23843.611,10931.617,43023.39,27478.125,13592.014
32954.793,25355.467,12172.465,21098.12,23745.152,10843.846,44129.418,27643.416,14009.875
31803.227,25031.074,12125.794,20100.178,23427.69,10783.077,43307.79,26987.334,13864.517
33272.31,25243.963,12342.143,21595.455,23530.025,10920.542,43408.707,27679.996,14258.09
32456.592,25171.336,12417.861,20285.736,23442.709,11111.53,43612.64,27334.012,14371.888
33225.24,25076.346,12393.545,22288.65,23243.234,10898.724,45999.285,27925.531,14905.287
32187.28,24770.13,12178.152,21002.898,22989.156,10763.874,43397.105,27063.717,14337.7295
33038.11,24957.35,12261.676,22291.309,23100.799,10886.44,47084.17,28016.152,14866.381
32832.816,24680.0,12297.937,20925.701,22572.406,10818.177,44217.508,27358.166,14739.318
32363.97,24580.172,12109.455,21005.217,22671.195,10616.845,43943.07,27578.982,14918.12
32016.11,24501.947,12083.744,21884.03,22564.428,10680.53,44208.09,27322.465,14925.071
32516.77,24389.324,12114.241,21038.51,22547.951,10564.707,44277.004,27289.404,14564.632
32160.445,24456.092,12301.531,21744.246,22528.182,10761.892,44202.53,27452.521,15346.784
32944.863,24646.723,12668.032,21973.25,22475.404,10928.597,44665.953,27865.293,15609.813
32188.6,24737.562,12655.599,21459.174,22715.904,10866.233,42897.734,27865.053,15956.203
32612.512,25063.516,12834.801,20883.523,22914.732,10974.596,44664.707,28360.291,16092.358
32536.357,25377.232,13304.335,20829.85,22845.95,11289.092,44167.125,28541.727,16295.53
32993.93,26283.186,14227.204,22068.95,24188.494,12170.05,43835.047,29447.48,16997.75
32442.738,27464.13,15634.013,19857.236,24689.363,13191.931,44682.625,30775.127,18270.406
32641.023,29727.912,16814.855,21148.582,27099.768,14785.971,43871.95,33335.777,18909.209
31882.945,31077.547,17156.055,20095.758,28626.342,15446.684,44494.117,34270.535,19026.559
32647.79,31561.637,17551.564,21115.275,29308.955,15899.428,45075.87,34208.527,19140.92
32008.432,31459.018,17513.398,21139.36,29172.445,16148.711,44925.066,33679.773,18868.047
33461.035,31732.438,17693.736,20455.912,29851.734,16246.936,46865.453,34329.383,19380.174
32408.072,31242.314,17506.56,21554.31,29364.898,16162.324,43961.605,33428.816,18985.9
33589.496,31174.744,17756.027,22999.63,29044.418,16329.402,46399.363,33391.92,19412.777
32191.973,30520.488,17431.045,20832.865,28434.674,15869.56,42372.375,32949.777,18871.64
32870.168,30748.59,17355.02,23278.69,28805.871,16000.409,43776.11,33085.074,18889.855
32464.41,30691.092,17308.334,20848.365,28495.947,15631.22,45309.33,33088.41,19271.059
34231.98,31084.568,17510.033,21933.295,28983.24,15636.627,46924.383,33806.7,19639.371
32747.508,30452.914,17244.316,22220.936,28534.188,15695.233,43944.83,33081.223,19053.299
32953.613,30382.922,17145.45,21729.115,28444.363,15800.59,44218.562,32629.518,18750.453
33030.695,30467.678,16976.088,19941.379,28410.504,15554.253,45374.29,33020.51,18790.816
31799.723,30090.19,16824.02,21321.273,28147.37,15507.686,43333.92,32253.156,18485.926
32698.84,30142.008,16730.24,20752.373,28276.871,15330.427,43611.65,32550.717,18308.488
32742.697,30169.44,16709.543,22162.348,28278.377,15354.586,44197.33,32201.457,18322.75
32708.693,30100.61,16737.654,22226.799,28203.38,15525.807,43293.582,31997.738,18466.666
32163.15,29900.533,16485.7,19645.28,28033.15,15198.813,43189.45,32020.207,18108.424
32154.36,29765.0,16450.082,20225.758,27563.229,14930.206,45062.16,32174.408,18092.807
32996.16,29856.06,16437.588,22322.254,28085.727,15096.794,45535.64,32028.697,18105.178
32903.125,29459.016,16348.135,22353.496,27760.236,14961.386,44043.7,31485.85,18076.148
32626.027,29386.082,16315.682,21637.717,28007.514,14872.562,43706.29,31248.785,17770.395
32840.844,29058.51,16430.11,21880.705,27713.332,15235.994,43030.863,30441.062,17797.06
32838.023,28592.54,16298.643,20713.975,27116.486,14864.72,43542.156,30204.865,17653.924
32695.4,28141.178,16069.224,20894.59,26708.914,14697.563,44460.98,30223.734,17769.432
32402.492,27690.477,16051.956,20379.484,25968.658,14643.738,43646.555,29781.154,17916.172
32596.17,27245.918,16001.909,20562.123,25722.871,14468.118,44254.48,29444.025,17894.264
32747.957,27439.756,15942.731,20871.986,25824.23,14464.197,44008.047,29688.738,17847.559
32336.02,27536.242,15955.356,21558.568,25785.28,14434.817,43267.258,29821.537,18100.432
33240.75,27403.842,16000.438,22099.01,25776.543,14312.131,44659.26,30009.398,18083.5
32770.305,26917.62,15640.318,21190.64,25301.668,13908.919,43133.98,29450.725,17918.49
32532.63,26365.535,15436.515,21547.39,24672.062,13781.366,44177.336,28894.37,17410.307
32689.865,25886.756,15016.492,20544.385,24175.727,13207.622,45189.453,28376.205,17241.217
32692.895,24993.28,14814.595,20093.19,23071.35,12862.393,45041.633,27545.342,17325.746
33499.746,24840.154,14927.459,22202.945,22934.432,12963.876,45603.13,27564.988,17433.521
32915.62,24314.018,14841.706,21430.95,22481.36,12892.205,45317.074,27332.277,17797.473
32669.516,23571.752,14539.395,21937.693,21740.361,12562.618,44912.91,26348.877,17355.809
32491.57,23083.027,14448.348,21720.555,21342.377,12559.873,44752.473,25929.834,17415.691
32450.008,22780.672,14441.365,20589.518,20827.092,12222.516,44253.62,25381.867,17552.586
32772.156,22389.438,14427.142,21777.207,20597.922,12251.137,43219.625,24830.963,17427.656
33213.336,22152.955,14320.041,22370.549,20091.676,12247.624,45892.188,24871.803,17583.385
32258.53,21657.29,14103.452,22739.725,19920.777,12118.27,43864.996,24506.012,17488.895
32222.9,21284.6,13960.425,21448.986,19455.656,11707.342,43611.36,24063.387,17159.373
32991.016,21052.61,14055.072,22131.652,19003.871,11539.357,43933.234,23737.98,17448.184
31808.645,20592.887,13733.395,19241.42,18421.207,11115.174,42609.773,23288.129,17204.195
32216.77,20392.807,13784.255,19047.143,18079.553,10904.245,43738.406,22937.703,17094.11
32764.38,20233.92,13776.671,20549.455,17942.49,10961.694,43199.48,22692.068,17035.96
32612.45,20046.367,13531.129,21304.69,17838.8,10839.127,44277.566,22512.68,16732.18
32923.887,19841.22,13480.789,21998.338,17676.828,10826.991,44031.297,22458.107,16599.113
32266.072,19424.803,13150.505,20750.416,17256.256,10510.962,44502.777,22483.113,16294.644
32261.055,18937.443,12990.176,21084.527,16867.574,10498.172,42538.02,21547.764,16111.997
32076.117,19011.488,12992.934,19807.713,16639.934,10150.625,44190.703,21662.932,16193.018
32440.037,19018.588,12964.17,20654.951,16680.55,10179.665,44077.03,21687.18,16129.329
32956.31,19074.328,12987.289,20430.223,16736.756,10094.464,46879.844,22382.102,16348.434
31737.422,18582.23,12610.43,19749.844,16388.35,9879.183,42362.137,21027.967,15583.08
32010.658,18566.123,12674.7,20434.033,16284.01,9972.048,43585.96,21374.633,15740.712
33247.297,18682.525,12964.562,22174.834,16435.586,10141.9375,45592.176,21588.639,15874.538
33887.434,18926.797,13056.26,21315.996,16289.086,9979.919,45454.047,21890.287,15716.146
33386.6,18798.86,12923.735,22836.49,16592.81,10284.368,45818.715,21728.572,15659.373
31518.324,18407.213,12396.074,19967.396,16108.422,9714.856,43149.312,21177.605,15414.993
32453.363,18490.352,12523.87,21917.656,16375.166,9950.59,43690.527,21292.277,15469.421
32586.498,18575.145,12485.317,20626.328,16248.366,9819.038,42884.63,21141.604,15173.062
31457.803,18333.52,12245.228,19379.398,16026.509,9705.603,44598.758,21320.217,15373.159
33219.082,18683.596,12658.544,21465.668,16239.188,10146.863,44732.37,21518.893,15357.87
31797.547,18407.463,12514.961,18494.11,16006.481,9586.64,41935.086,20768.838,14990.559
32288.273,18566.703,12334.397,21208.816,16403.271,9901.935,42956.582,21279.19,15313.189
32519.676,18572.674,12281.352,22322.8,16434.377,9934.849,43875.145,21375.973,14851.691
32766.348,18640.406,12234.475,22437.334,16648.473,9921.628,44629.934,21158.111,14991.71
31684.84,18480.072,12008.83,20164.229,16325.497,9597.3545,41374.62,20801.787,14473.119
32884.484,19151.664,12462.088,21818.104,17001.629,10257.296,45224.74,21925.818,15352.46
33516.45,19365.287,12462.972,21156.037,16771.396,9944.281,46739.434,22639.166,15105.932
32853.594,18875.62,12116.575,19404.053,16401.4,9790.42,45436.34,21679.861,14834.212
33096.555,18653.459,11912.457,20642.867,16393.416,9440.365,43909.676,21045.19,14373.661
32599.29,18364.273,11445.014,19459.63,15895.376,9157.281,46582.242,21462.832,14587.89
32548.773,17902.082,11292.003,22066.59,16036.115,9199.076,44055.965,20391.008,14093.07
32498.668,17572.277,10967.054,21534.305,15604.753,8750.818,44122.918,20215.018,13958.869
32817.18,16949.9,10564.497,21672.729,14721.578,8159.418,45545.453,19988.266,13625.953
33286.62,16487.86,10358.7,20140.178,14002.647,7807.139,44244.312,19018.553,13163.076
32803.047,16025.892,9963.112,21612.43,13679.465,7660.639,44468.625,18992.264,12948.245
32514.178,15649.72,10006.376,22288.031,13342.884,7741.413,42545.477,18271.473,12814.007
33225.066,16020.375,10230.251,22680.943,13412.574,7630.221,45847.97,19299.094,13080.445
31736.582,15733.03,10039.655,20683.35,13168.477,7422.092,43082.008,18694.307,12927.539
32497.373,15922.566,10201.824,22633.47,13580.244,7736.7427,44425.184,19206.492,13175.787
32801.79,16221.549,10212.089,21593.127,13651.843,7492.7676,43899.348,19133.562,13125.419
32721.525,16315.411,10070.747,20970.186,13471.578,7291.1772,43426.715,19234.096,12947.906
33244.59,16676.56,10132.465,21866.152,13920.847,7429.053,44282.645,19548.957,13036.717
32843.02,16901.225,10058.238,20095.742,14294.728,7193.713,45664.883,20304.379,13173.11
32743.342,17049.441,10039.456,22070.67,14646.747,7674.2554,45171.715,20596.92,13252.297
31946.047,17020.88,9904.834,21128.684,14830.04,7586.0063,42084.723,19512.441,12530.563
32707.502,17395.135,10209.66,19667.316,14797.31,7590.7134,44036.734,20251.64,12974.527
32677.707,17391.69,10365.805,20360.59,15156.933,7904.4385,44442.305,20128.486,13047.093
32380.27,17989.826,10294.06,21061.2,15956.993,8173.289,44151.64,20731.326,13023.322
33372.656,18559.273,10593.769,20452.176,16287.116,8394.047,43629.277,20884.027,12904.916
33012.785,18783.688,10520.957,22132.598,16760.379,8456.094,44455.24,21307.674,13048.07
33224.113,19249.854,10446.56,21451.234,17398.76,8533.771,45305.59,22138.121,13059.854
32768.75,19230.727,10385.624,20822.164,17600.393,8596.529,44507.523,21576.932,12617.824
32863.734,19689.393,10540.325,19959.184,17979.01,8885.102,43398.703,22064.086,12921.946
33078.676,20014.344,10721.801,21178.898,18337.014,9030.163,45339.402,22485.553,13129.785
33219.15,20292.72,10837.284,22486.117,18893.648,9480.474,43894.914,22371.457,12858.803
32022.81,20329.605,10691.393,19805.236,18779.111,9307.746,42250.83,22196.309,12604.917
33534.086,21043.27,11089.974,22979.041,19695.326,9810.254,44124.895,22912.951,12926.963
33338.9,21207.57,11031.02,22293.506,19811.25,9777.785,45460.848,23578.639,13119.35
32271.902,21255.69,10946.854,20814.861,19858.182,9808.294,43931.79,23251.729,12658.392
32513.21,21273.883,11066.082,19971.807,19525.787,9949.79,44769.875,23099.049,12757.603
32869.984,21386.55,11151.921,20439.033,19992.225,9992.921,45161.62,23424.49,12697.256
32213.97,21295.256,11122.406,19382.05,19965.256,10149.968,43996.766,23189.898,12466.183
32118.135,21514.107,11247.747,20995.87,20173.32,10075.031,42971.92,23157.865,12512.856
33534.21,21695.973,11478.736,21822.658,20407.275,10413.211,44381.426,23459.371,12796.22
32785.113,21803.54,11628.048,20300.438,20284.428,10444.283,43717.07,23507.887,12857.464
32579.062,21837.025,11796.56,20395.824,20089.447,10702.314,43788.594,23488.227,13293.542
32609.06,21775.643,11902.211,21161.5,20059.451,10790.674,45787.098,23810.354,13593.777
32443.252,21790.938,12109.324,20131.549,19824.477,10898.387,42805.047,23501.82,13728.951
31831.197,21747.0,12137.61,20662.645,19882.727,11031.956,43357.223,23689.068,13635.645
32874.91,21708.43,12301.782,22315.94,19818.262,11028.021,44640.445,23801.719,13909.17
32164.426,21812.562,12313.366,21372.574,19994.215,11190.978,44979.434,23884.787,13954.842
31408.67,21695.637,12264.224,20024.41,19856.64,11082.1875,42381.973,23464.445,13806.751
32398.623,21845.79,12451.753,20695.172,20194.363,11242.442,45066.137,23945.16,14503.062
32665.256,21920.93,12487.014,21572.273,20340.26,11442.994,44730.668,24203.73,14361.953
32381.805,22161.457,12429.693,18102.178,20566.072,11003.142,45268.656,24547.178,14385.005
32510.752,22011.11,12469.435,18416.746,20282.719,11171.024,45998.836,24513.844,14622.347
33283.86,22116.48,12542.682,20474.775,20321.928,11248.766,45786.227,24561.912,14651.548
33539.465,21773.55,12523.845,22387.295,20141.312,11249.782,45223.05,24077.055,14428.235
32493.234,21803.148,12343.539,21729.518,20137.617,11050.229,43827.836,24034.516,14333.818
32777.574,21751.438,12386.394,21482.191,19886.95,11139.587,46412.32,24230.314,14517.34
32224.803,21659.275,12288.893,19308.547,19655.908,10968.207,43525.188,23844.506,14256.171
32639.953,21905.578,12435.005,20374.52,19844.688,10968.905,45466.906,24498.2,14649.448
32277.488,21642.69,12261.849,20468.926,19644.28,10946.452,43791.734,24116.38,14357.507
32889.773,21916.943,12469.494,21990.05,20122.916,10959.4,45770.082,24569.695,14975.079
33400.977,22119.457,12726.152,22720.822,20224.965,11195.63,44733.06,24565.795,15506.215
33227.94,21947.574,12785.799,20738.975,19684.584,11080.696,45680.742,24939.654,15610.056
32665.223,21930.87,12812.727,21940.236,19940.398,11336.707,44499.4,24738.314,15377.485
32769.414,21993.346,12931.122,20438.861,19640.484,10896.18,45813.65,25059.1,15895.487
33467.45,21900.572,13123.066,20413.04,19629.102,11111.431,45484.273,24812.025,16207.643
33326.953,21802.53,13093.142,20746.408,19301.34,10968.905,45663.676,24902.455,16106.115
32960.832,21810.01,13126.61,19401.553,19299.61,10800.6045,44701.86,24815.324,16226.044
33227.504,21889.97,13191.521,22122.578,19644.805,11052.281,43352.184,24843.953,16071.552
32341.785,21785.852,13188.04,21026.576,19687.969,11058.381,43947.44,24827.57,16803.555
33449.004,21936.045,13472.543,21540.754,19395.102,10837.508,44886.215,25291.096,16735.166
32543.848,22084.506,13493.303,21696.312,19806.4,11085.284,44018.883,24870.867,16639.5
